Book, Verse , Lemma                                                                                                                                                                                                                                                                   , Witness                  , Source                     , Ed. Comment                                                                                                        , Gen. Comment , Second R.                       , Witness                 , Source             , Comment                                                                                  , Third R.                               , Witness         , Source   , Comment                                                                                 , Fourth R.               , Witness        , Source                    , Comment                                                  , Fifth R.         , Witness  , Source , Comment , Sixth R.         , Witness , Source  , Comment                                                                                              , Seventh R. , Witness , Source , Comment                                                                   
10,661, demittit*(1)*                                                                                                                 , **F**                       , ***Verg.***             ,,, dat                                 , **?**                    ,,,,,,,,,,,,,,,,,,,,,,
10,661, nautis in navi                                                                                                                , **?** *Pc* ? ?              ,,,, nautis in navis                     , *Q *                     ,,, navibus              , **F**         ,,, nautis in navibus  , *Pah2 * ,,, *n. l.*            , *Pa *    ,,,,,,,,,,
10,661, Aeneae                                                                                                                        , **F ?** º                   ,,,, aeneas                              , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,661, proeliis                                                                                                                      , **F ?** º                   ,,,, proelius                            , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,661, quod*(3)*                                                                                                                     ,, *Com*.                  ,,, quo                                 , *F *                     ,,,,,,,,,,,,,,,,,,,,,,
10,661, qui*(3)*                                                                                                                      ,, *Schoell*               , (*in app. Thilonis*)                                                                                                                                                   ,, quia                                , *F *                     ,,, quomodo              ,,, *noster dicere solet*      ,,,,,,,,,,,,,,,,
10,661, *demittit corpora morti*                                                                                                      ,, *Verg.*                 ,,, et reliqua                          , *F *                     ,,,,,,,,,,,,,,,,,,,,,,
10,665, mEDio                                                                                                                         , **?**                       ,,,, Medio aequore                       , (=**DS**) **F**          ,,,,,,,,,,,,,,,,,,,,,,
10,665, medium                                                                                                                        , **?**                       ,,,, melium                              , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,665, tvrbo ‘vis venti’                                                                                                             , **F ?** ? ?                 ,,,, *om*.                               , ? [**?**]              ,,,,,,,,,,,,,,,,,,,,,,
10,666, artis                                                                                                                         , **?**                       ,,,, id est artis                        , (=**DS**) **F**          ,,,,,,,,,,,,,,,,,,,,,,
10,666, evaserat                                                                                                                      , **F ?** º                   ,,,, invaserat                           , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,666, nesciens                                                                                                                      , *T v *                      ,,,, nescies                             , *F *                     ,,,,,,,,,,,,,,,,,,,,,,
10,668, antonomasiva                                                                                                                  , *Pa *                       ,,,, antenomasiva                        , **F ?**                  ,,, antonomasia          , ? **?**       ,,,,,,,,,,,,,,,,,,
10,668, tAnton                                                                                                                        , **?** *Pa* ? *W U *         ,,,, Tanto                               , **F** *Q* [**?**]      ,,, *om.*                , *N *          ,,,,,,,,,,,,,,,,,,
10,668, mutilatas partes                                                                                                              , **?**                       ,,,, mutilitas partis                    , **F**                    ,,, multas partes        , *W *          ,,, multa parte        , *N *    ,,,,,,,,,,,,,,
10,668, moria                                                                                                                         , **F ?** *Ah2 W *            ,,,, memoria                             , ? *Q N U* [**?**]      ,,, emoria               , *Pa *         ,,, emorion            , ?       ,,,,,,,,,,,,,,
10,668, ne ve                                                                                                                         , ? **?**                     ,,,, ve ne                               , **F**                    ,,, ve                   , *J* [**?**] ,,, ne ve ce ve        , *Qh1 *  ,,,,,,,,,,,,,,
10,668, ce                                                                                                                            , **?**                       ,,,, se                                  , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,668, sit                                                                                                                           , **F ?** ? ?                 ,,,, *om.*                               , *Q U* [**?**]          ,,, sit                  , *Pa Pc *      ,, *post* syllaba             ,,,,,,,,,,,,,,,,
10,668, longa                                                                                                                         , **?**                       ,,,, longe                               , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,668, huiusve illucce                                                                                                               , *R*                         ,,,, huiusve illuc                       , *Pa Pc *                 ,,, huiusve illud        , *Q *          ,,, huiusce            , **F ?** ,,, huiusce illucce    , ? ?      ,,,,,,,,,,
10,668, adduce deduce                                                                                                                 , **?**                       ,,,, adduce                              , **F**                    ,,, *del.*               ,," *Schoell* (*1876, 140*) ",,,,,,,,,,,,,,,,,
10,668, et*(2)*                                                                                                                       , **?**                       ,,,, ad                                  , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,668, mutilata                                                                                                                      , ? º                         ,,,, mutilitas                           , **F**                    ,,, multi lata           , *J *          ,,, multi laeta        , *Q *    ,,,,,,,,,,,,,,
10,668, accentu                                                                                                                       , **?**                       ,,,, accentum                            , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,670, adverbia                                                                                                                      ,, *Dan*.                  ,,, adurbia                             , *F *                     ,,,,,,,,,,,,,,,,,,,,,,
10,670, rEDvCit                                                                                                                       , **F ?**                     ,,,, reducet                             , ?                        , codd. *ah2 ceruv Vergilii* ,,,,,,,,,,,,,,,,,,,,,
10,670, hunc                                                                                                                          , **F ?**                     ,,,, *om*.                               , ?                        ,,,,,,,,,,,,,,,,,,,,,,
10,670, ego                                                                                                                           , **F ?**                     ,,,, go                                  , ?                        ,,,,,,,,,,,,,,,,,,,,,,
10,670, rerum permutatione. 671. lavrentesne itervm mvros quasi deliberatio est. 672. qvid manvs illa virvm? Syllepsis                , **F ?** ? ? *W *            ,,,, psis                                , *U *                     ,,, ipsis                , *N *          ,,,,,,,,,,,,,,,,,,
10,670, permutatione                                                                                                                  , **F ?** *Pa* ? *W *         ,,,, permutationem                       , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,671, itErvm mvros                                                                                                                  , **F**                       ,,,, ig.                                 , **?** *Q E Y *           ,,, it.                  , *W *          ,,, i. m.              , *Pb *   ,,, i.                 , *Pa Pc * ,,,,,,,,,,
10,671, deliberatio est                                                                                                               , **F ?** *Pa* ? *W *         ,,,, deliberationem                      , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,672, qviD                                                                                                                          , **F ?** ? *W *              ,,,, Quin                                , ?                        ,,,,,,,,,,,,,,,,,,,,,,
10,672, nam a manu                                                                                                                    , **F ?** *Pa* ? *W U *       ,,,, *om.*                               , *Q *                     ,,, nam amatu            , *N *          ,,,,,,,,,,,,,,,,,,
10,672, multitudine                                                                                                                   , **F** ? **?**               ,,,, multitudinem                        , *J *                     ,,,,,,,,,,,,,,,,,,,,,,
10,672, ad viros\> (ergo a feminino ad masculinum) \\, ad viros transitum fecit                                                       , **DS**                      ,," *notandum quod quae exhibet F male conflata sunt: quorum quae ad Compilatorem, quae ad contaminationem, quae ad librariorum menda sint referenda difficile est dicere* ",,,,,,,,,,,,,,,,,,,,,,,,
10,672, ad viros                                                                                                                      , **?**                       ,,,, *om*.                               , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,672, fecit                                                                                                                         , **F ?**                     ,,,, facit                               , **?**                    ,,,,,,,,,,,,,,,,,,,,,,
10,672, illa virum                                                                                                                    ,, Murgia                  , *ex Verg* (*sed cf. quae sup. scripsi*)                                                                                                                                ,, ad viros                            , *T *                     ,, (cf. *sup.*)                                                   , adviro               , *F *          ,,, *om.*              ,, *Dan*. ,,,,,,,,,,,,,
10,672, figuratum et                                                                                                                  , *F *                        ,,,, figura est                          , *T *                     ,,,,,,,,,,,,,,,,,,,,,,
10,672, quid                                                                                                                          , *T *                        ,,,, quod                                , *F *                     ,,,,,,,,,,,,,,,,,,,,,,
10,673, qvosvE                                                                                                                        ,, codd. *Mh2 P*? Vergilii ,,, Quosque                             , *F *                     , *codd. Mh1 R Vergilii*     ,,,,,,,,,,,,,,,,,,,,,
10,673, expletiva                                                                                                                     , *T *                        ,,,, explativa                           , *F*                      ,,,,,,,,,,,,,,,,,,,,,,
10,674, terris                                                                                                                        , **F ?**                     ,," *sed* –ris *in J periit*, mg. *exciso*                                                                                                                                 ",,,,,,,,,,,,,,,,,,,,,,,,,
10,674, fert                                                                                                                          , **F ?** *Pa* ?              ,,,, fer                                 , *Q* [**?**]            ,,, fere                 , ?             ,,,,,,,,,,,,,,,,,,
10,674, omne                                                                                                                          , **F ?** º                   ,,,, romane                              , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,674, finem                                                                                                                         , ? **?**                     ,,,, fine                                , **F ?**                  ,,,,,,,,,,,,,,,,,,,,,,
10,674, ut*(2)*                                                                                                                       , **F ?** º                   ,,,, et                                  , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,674, medium*(3)*                                                                                                                   , ? **?**                     ,,,, meditum                             , *J *                     ,,, *om*.                , **F**         ,,,,,,,,,,,,,,,,,,
10,674, *iam classe tenebat*                                                                                                          , **?**                       ,,,, et reliqua                          , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,674, gEmitvmqvE                                                                                                                    , **F** ? **?**               ,,,, gemituque                           , *J *                     ,,,,,,,,,,,,,,,,,,,,,,
10,674, hinc                                                                                                                          , **F ?** º                   ,,,, huic                                , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,674, Aenea                                                                                                                         , **F ?** º                   ,,,, anea                                , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,674, obvia                                                                                                                         , **F ?** º                   ,,,, advia                               , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,675, imA                                                                                                                           , **F** ? **?**               ,,,, Iam a                               , *J* [**?**]            ,,,,,,,,,,,,,,,,,,,,,,
10,675, sibi                                                                                                                          , **F ?** º                   ,,,, ibi                                 , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,675, sublata. nam in \\," sublata, siquidem in mari constitutus mari constitutus optare sibi \\", optare hiatum non potest           , **F ?** º                   ,, *(cf. T* )                                                                                                                                                             ,, sub                                 , *Q* [**?**?]           ,,,,,,,,,,,,,,,,,,,,
10,675, constitutus                                                                                                                   , **F** *T* **?** *Pa* ? *W * ,,,, constitutas                         , *N U *                   ,,,,,,,,,,,,,,,,,,,,,,
10,675, optare                                                                                                                        , **?** º                     ,,,, optaret                             , **F** *T *               ,,,,,,,,,,,,,,,,,,,,,,
10,675, potest                                                                                                                        , **F ?** ? ?                 ,,,, poterat                             , *Pa Pc *                 ,,,,,,,,,,,,,,,,,,,,,,
10,675, imam                                                                                                                          , **F** ? **?**               ,,,, ima                                 , *J* [**?**]            ,,, imm                  , *Eh1 *        ,,,,,,,,,,,,,,,,,,
10,675, autem                                                                                                                         , **F ?**                     ,,,, *om.*                               , *T v *                   ,,,,,,,,,,,,,,,,,,,,,,
10,675, dixit                                                                                                                         , **F ?**                     ,,,, dicit                               , *T v *                   ,,,,,,,,,,,,,,,,,,,,,,
10,675, maria                                                                                                                         , **F** ? **?**               ,,,, marict                              , *J *                     ,, *ut vid*.                                                      ,,,,,,,,,,,,,,,,,,,,
10,676, petentis                                                                                                                      , **F ?** º                   ,,,, potentis                            , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,676, mors                                                                                                                          , **?**                       ,,,, mos                                 , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,676, figite                                                                                                                        , **F ?** *Pa* ? *W *         ,,,, fugite                              , *Q *                     ,,, vice fecit et        , *N U *        ,,,,,,,,,,,,,,,,,,
10,676, si qua                                                                                                                        , **?**                       ,,,, quasi                               , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,676, miserescimus                                                                                                                  ,, *Dan*.                  ,,, miseresumus                         , *F *                     ,,,,,,,,,,,,,,,,,,,,,,
10,677, qui*(1)*                                                                                                                      , *F T *                      ,,,, quia                                , *v *                     ,,,,,,,,,,,,,,,,,,,,,,
10,677, adorare adloqui                                                                                                               , *F *                        ,,,, adoro alloquor                      , *T v *                   ,,,,,,,,,,,,,,,,,,,,,,
10,677, nam ideo                                                                                                                      , *F *                        ,,,, inde                                , *T v *                   ,,,,,,,,,,,,,,,,,,,,,,
10,677, adorea                                                                                                                        , *T v *                      ,,,, adoria                              , *F *                     ,,,,,,,,,,,,,,,,,,,,,,
10,677, omnes eum                                                                                                                     , *F *                        ,,,, eum omnes                           , *T v *                   ,,,,,,,,,,,,,,,,,,,,,,
10,677, cum gratulatione                                                                                                              , *T v *                      ,,,, congratulatione                     , *F *                     ,,,,,,,,,,,,,,,,,,,,,,
10,677, fecit                                                                                                                         , *F *                        ,,,, fecisset                            , *T v *                   ,,,,,,,,,,,,,,,,,,,,,,
10,678, loca*(1)*                                                                                                                     , **?**                       ,,,, litora                              , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,678, saeva                                                                                                                         , *Fh2* **?**                 ,,,, se                                  , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,678, ad*(2)*                                                                                                                       , **F** *Pa Pc *              ,,,, *om*.                               , **?**                    ,,,,,,,,,,,,,,,,,,,,,,
10,678," aut re vera ad syrtes, id est ad mundi extrema, quo me nec fama comitetur                                                     ", **F ?** º                   ,,,, *om.*                               , *Q* [**?**]            ,,,,,,,,,,,,,,,,,,,,,,
10,678, vera                                                                                                                          , **?** º                     ,,,, iera                                , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,678, ad*(3)*                                                                                                                       , **F** *Pa Pc*               ,,,, *om*.                               , **?** ? ?                ,,,,,,,,,,,,,,,,,,,,,,
10,681, catacresticos                                                                                                                 , **F ?**                     ,,,, catachresticos                      , **F ?**                  ,,,,,,,,,,,,,,,,,,,,,,
10,681, mucronem                                                                                                                      , **?** *Pa Pc* ?             ,,,, mucrone                             , **F ?**                  ,,,,,,,,,,,,,,,,,,,,,,
10,686, Animi                                                                                                                         , **F ?** ?                   ,,,, Animi                               , *J*                      ,, *ex* Ami                                                       , Animis               , **?**         ,,,,,,,,,,,,,,,,,,
10,686, sicut                                                                                                                         , **?**                       ,,,, sicut sicut                         , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,686, praestans                                                                                                                     , **F** ? **?**               ,,,, prastans                            , *J *                     ,,,,,,,,,,,,,,,,,,,,,,
10,686, animi                                                                                                                         , **F ?** º                   ,,,, animus                              , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,686, id est                                                                                                                        , **F** ? ?                   ,,,, *om*.                               , **?**                    ,,,,,,,,,,,,,,,,,,,,,,
10,686, illa re                                                                                                                       , **F ?** *Pc* ? ?            ,,,, illere                              , *Q *                     ,,, ille ire             , *Pa *         ,,, *om.*              , *Pah2 * ,,,,,,,,,,,,,,
10,688, AD                                                                                                                            , **?**                       ,,,, Dauni desertur ad                   , (=**DS**) **F**          ,, **(***l*. defertur)                                            ,,,,,,,,,,,,,,,,,,,,
10,688, Ardeam                                                                                                                        , **F ?**                     ,,,, ad ardeam                           , ?                        ,,,,,,,,,,,,,,,,,,,,,,
10,688, et ideo sic longe                                                                                                             , **F ?** *Pah2* ? ?          ,,,, *om*.                               , ? [**?**]              ,,,,,,,,,,,,,,,,,,,,,,
10,688, rediret et ut                                                                                                                 , **?**                       ,,,, redirent ut                         , **F**                    ,,, rediret et           , **?**         ,,, rediret ut et      , *Pa *   ,,,,,,,,,,,,,,
10,689, novimus                                                                                                                       , **?**                       ,,,, id est novimus                      , (=**DS**) **F**          ,,,,,,,,,,,,,,,,,,,,,,
10,689, adhortatum                                                                                                                    , *Pb *                       ,,,, et hortatum                         , **F ?**                  ,,, exhortatum           , *Ah2 *        ,, *fort. recte*              , hortatum           , *Pa *   ,,,,,,,,,,,,,,
10,689, ergo                                                                                                                          , **F** ? **?**               ,,,, genus                               , *J *                     ,,,,,,,,,,,,,,,,,,,,,,
10,689, primum                                                                                                                        , ? [**?**]                 ,,,, primo                               , **F ?** ? ?              ,,,,,,,,,,,,,,,,,,,,,,
10,689, Iovem*(2)*                                                                                                                    , **?**                       ,,,, iuvem                               , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,689, penitus sit pars                                                                                                              , **?**                       ,,,, pars penitus sit                    , (=**DS**) **F**          ,,,,,,,,,,,,,,,,,,,,,,
10,689, dicitur                                                                                                                       , **F ?** *Pa Pc E *          ,,,, dicit                               , **?**                    ,,,,,,,,,,,,,,,,,,,,,,
10,689, non*(3)*                                                                                                                      , **F ?**                     ,,,, nam                                 , *Pa Pc *                 ,,, nam non              , *Pah2 *       ,,,,,,,,,,,,,,,,,,
10,689, ut vincat                                                                                                                     , **?**                       ,,,, vincat                              , **F**                    ,,, et ut vincat         , *N U *        ,,,,,,,,,,,,,,,,,,
10,689, numini                                                                                                                        , **F ?** º                   ,,,, nomini                              , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,689, obtemperare                                                                                                                   , **?**                       ,,,, oboedire                            , (=**DS**) **F**          ,,,,,,,,,,,,,,,,,,,,,,
10,689, potuerit                                                                                                                      , **F ?**                     ,,,, potuit                              , *Pa Pc* ?                ,,,,,,,,,,,,,,,,,,,,,,
10,689, aperte                                                                                                                        , **F ?** *Pa Pc* ? *W *      ,,,, a parte                             , *Q* [**?**]            ,,, pro parte            , *N U *        ,,,,,,,,,,,,,,,,,,
10,689, ei                                                                                                                            , **?**                       ,,,, *om*.                               , (=**DS**) **F**          ,,,,,,,,,,,,,,,,,,,,,,
10,689, Euryale an                                                                                                                    , **?**                       ,,,, euryalem                            , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,689, ut*(5)*                                                                                                                       , **?**                       ,,,, ex                                  , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,689, pueris                                                                                                                        , **F ?**                     ,,,, pueri                               , ? *N *                   ,,,,,,,,,,,,,,,,,,,,,,
10,689, nec*(1)*                                                                                                                      , **?**                       ,,,, *om*.                               , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,689, nam*(2)*                                                                                                                      , **F ?** *Pa Pc* ?           ,,,, num                                 , *Q* [**?**]            ,,, num                  , ?             ,, (=numero)                  ,,,,,,,,,,,,,,,,
10,689, est*(4)*                                                                                                                      , **F ?** *Pa Pc* ?           ,,,, est singulari datiuo                , *Q* ? [**?**]          ,,,,,,,,,,,,,,,,,,,,,,
10,689, duplicem                                                                                                                      , **F ?** º                   ,,,, duplice                             , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,689, habeant                                                                                                                       , **F ?**                     ,,,, habeat                              , *Pa N *                  ,,,,,,,,,,,,,,,,,,,,,,
10,689, asperitatem                                                                                                                   , **?**                       ,,,, auctoritate                         , **F**                    ,,, auctoritatem         ,, *Dan*.                  ,,,,,,,,,,,,,,,,,
10,689, ut*(6)*                                                                                                                       , **?**                       ,,,, sed                                 , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,689, laurui                                                                                                                        , **F ?**                     ,,,, lauru                               , *Jh1 *                   ,,, laurii               , *O *          ,,, lauri              , *A *    ,,,,,,,,,,,,,,
10,689, cum et                                                                                                                        , **F ?**                     ,,,, cum                                 , **?** ?                  ,,, cum haec laurus      , ?             ,,,,,,,,,,,,,,,,,,
10,689, lauru                                                                                                                         , **?**                       ,,,, laura                               , **F**                    ,,, lauro                , ?             ,,,,,,,,,,,,,,,,,,
10,691, quae                                                                                                                          , **F ?**                     ,,,, *om*.                               , *N *                     ,,,,,,,,,,,,,,,,,,,,,,
10,691, odio                                                                                                                          , **F** *A* **?**             ,,,, odii                                , **?**                    ,,,,,,,,,,,,,,,,,,,,,,
10,692, repetit uni uni                                                                                                               , *v *                        ,,,, repetitus cunii                     , *F *                     ,,, repetit              , *T *          ,,, repetitur uni      , (=*G* ) , *Dan.* ," *(fort. l*. repetitum uni*: cf.* **D** *ad A. 11.218, 221*) ",,,,,,,,,,,,
10,693, quae                                                                                                                          , **?**                       , *Iuv.*                  ,,, quod                                , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,693, relinquunt                                                                                                                    , **?**                       , *Iuv.*                  ,,, relinquant                          , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,694, contra                                                                                                                        , **?**                       ,,,, *om*.                               , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,695, CvnCtAm                                                                                                                       ,, *Verg.*                 ,,, cunctantem                          , *F *                     ,,,,,,,,,,,,,,,,,,,,,,
10,695, CAEliqvE                                                                                                                      , **?**                       ,,,, Caelisque                           , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,695, totius exercitus                                                                                                              , **?** º                     ,,,, totius exercitur                    , *Q *                     ,,, *om*.                , **F**         ,,,,,,,,,,,,,,,,,,
10,697, velocem                                                                                                                       , *F T v* **?** º             ,,,, uolocem                             , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,697, modo                                                                                                                          , **?**                       ,,,, modo vel fugientem                  , (cf. **DS**) *Pc *       ,,,,,,,,,,,,,,,,,,,,,,
10,698, ????????                                                                                                                      , **?**                       ,,,, ????C??                             , **?**                    ,,, ?????C??             , **F**         ,,,,,,,,,,,,,,,,,,
10,698, ’???????                                                                                                                      , **?**                       ,,,, a??a??a                             , **?**                    ,,, a????a               , **F**         ,,, a??aa?             , ?       ,,, a????a             , *J *     ,,,,,,,,,,
10,698, ???a                                                                                                                          , **?**                       ,,,, ??a                                 , **F**                    ,,, ??. a. a             , *Q *          ,,, ??aa               , ?       ,,, rioaa              , ?        ,,,,,,,,,,
10,698, Achillem                                                                                                                      , **F ?** ? ?                 ,,,, chil achillem                       , *Q *                     ,,, chilus achillem      , *Pa Pc *      ,,,,,,,,,,,,,,,,,,
10,699, pAlmvm                                                                                                                        , **?**                       ,,,, palmum succiso                      , (=**DS**) **F**          ,,,,,,,,,,,,,,,,,,,,,,
10, v   , potuit                                                                                                                        , *T *                        ,,,, poterat                             , *v *                     ,,, *om.*                , *F *          ,,,,,,,,,,,,,,,,,,
10,701, dat ferre talentum                                                                                                            , **F ?** *Pah2* ?            ,,,, dat terre talentum                  , *W*                      ,,, ferre talentum. dat. , *Q *          ,,, ferre talentum dat , *Pc* ?  ,,, dat talentum ferre , *Pa *    ,,,,,,,,,,
10,703, Mimantis                                                                                                                      ,, *Masv.*                 ,,, minantis                            , *F v *                   ,,,,,,,,,,,,,,,,,,,,,,
10,705, CissEis                                                                                                                       , **?**                       ,,,, Cisseis regina                      , (=**DS**) **F**          ,,,,,,,,,,,,,,,,,,,,,,
10,705, Cissei                                                                                                                        , **F ?** º                   ,,,, Cessei                              , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,705, secundum*(1)*                                                                                                                 , **F ?** *Pa Pc* ?           ,,,, *om*.                               , **?**                    ,,,,,,,,,,,,,,,,,,,,,,
10,705, Euripidem                                                                                                                     , *Pa Pc *                    ,,,, euripiden                           , *Pb *                    ,,, eripiden             , **?**         ,,, eripeden           , *E Y *  ,,, eripedem           , **F**    ,,, *om*. , **?** ,,,,,,
10,705, nam*(1)*                                                                                                                      , *F Pa Pc *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,705, alios                                                                                                                         , **F ?** º                   ,,,, aliis                               , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,705, ait                                                                                                                           , *O* **?**                   ,,,, *om*.                               , **F ?**                  ,,, aut                  , *Wh1 *        ,,,,,,,,,,,,,,,,,,
10,705," *face praegnas, *haec ratio est, quia antequam pareret, faculam se peperisse vidit in somnis                                  ", **?**                       ,, *mg. sin*                                                                                                                                                              ,, Face praegnas                       , **F**                    ,, *mg. dex*                                                      ,,,,,,,,,,,,,,,,,,,,
10,705, quia                                                                                                                          , **?**                       ,,,, quia                                , **F**                    ,, mg. *dex*.                                                     , quod                 , **F**         ,, mg. *sin*.                 ,,,,,,,,,,,,,,,,
10,705, faculam                                                                                                                       , **?**                       ,,,, faculam                             , **F**                    ,, mg. *sin*.                                                     , facula               , **F**         ,, mg. *dex*.                 , faceret            , *Q *    ,,, facem              , º        ,,,,,,,,,,
10,705, se peperisse                                                                                                                  , **F ?** º                   ,,,, saepe perisset                      , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,705, diceret*(1)*                                                                                                                  ,, *Dan*.                  ,,, dicere                              , *F *                     ,,,,,,,,,,,,,,,,,,,,,,
10,705, incendium parit                                                                                                               ,, *Murgia*                ,,, incendit paret                      , *F *                     ,,,,,,,,,,,,,,,,,,,,,,
10,705, oCCvBAt                                                                                                                       , *Pa Pc Eh2 Pb* ?            ,,,, occupat                             , **F ?**                  ,,,,,,,,,,,,,,,,,,,,,,
10,705, Paris                                                                                                                         , **?**                       ,,,, *om*.                               , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,705, ut*(1)*                                                                                                                       , **?**                       ,,,, aut                                 , **F**                    ,,,,,,,,,,,,,,,,,,,,,,
10,706, ignArvm                                                                                                                       , **F** ? **?**               ,,,, Signarum                            , *J *                     ,,,,,,,,,,,,,,,,,,,,,,
10,706, mimAntA                                                                                                                       , **F ?** º                   ,,,, minanta                             , *Q *                     ,,,,,,,,,,,,,,,,,,,,,,
10,706, est lectio                                                                                                                    , **?**                       ,,,, lectio est                          , (=**DS**) **F**          ,,,,,,,,,,,,,,,,,,,,,,
