Verse,Line,Lemma,Witness,Source,Ed. Comment,Gen. Comment,Second R.,Witness,Source,Comment,Third R.,Witness,Source,Comment,Fourth R.,Witness,Source,Comment,Fifth R.,Witness,Source,Comment,,,,,,,,,,,,,
299,,evenerit,,Dan.,,,exuenerit,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,Murgia,F ,,,,om.,,Dan.,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,quia(1),θ Γ ,,,,quam,J [∆],,,q¯<¯ ABOVE q>,F ,,(=qui),,,,,,,,,,,,,,,,,,,,,
300,,absens,Σ ,,,,absen,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,sed iurare,F ∆ Pa Pc W U,,,,non iurare non,Q ,,,nam iurare non,N ,,,nam iurare,γ ,,,non curare,Pb,,,,,,,,,,,,,,,
300,,etiam,F θ Γ ,,,,ut iam,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,Ascanius,F ∆ º ,,,,arcanius,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,consuerat,J Q [Σ ],,,,consueverat,F θ º,,(cf. app. ad 294),,,,,,,,,,,,,,,,,,,,,,,,,
300,,quia(2),Σ ,,,,q;,F ,,(=que),,,,,,,,,,,,,,,,,,,,,,,,,
300,,ante(3),F ∆,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,ergo ante ... ordinis,F Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,ante(4),F ,,,,om.,Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,SECVNDIS,F γ ,,,,s.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,arte,F Σ Ah2 Qh2 ,,,,ante,A Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,prosperis,F θ Γ ,,,,properis,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,ea iterat,F Γ ,,,,ait erata,J ,,,ea iterata,θ ,,,,,,,,,,,,,,,,,,,,,,,
301,,tacet,Σ ,,,,tiait,F ,,,tacet et,Q ,,,,,,,,,,,,,,,,,,,,,,,
301,,intellectui,F ∆ Pa Pc γ σ ,,,,intellectu,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,relinquit,θ τ σ ,,,,reliquit vel reliquid,F J [∆] γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,cum,F θ Γ ,,,,eum,J [∆],,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,enim non,F θ Pc,,,,enim,Γ ,,,non,J W [∆],,,,,,,,,,,,,,,,,,,,,,,
301,,generique ... hoc,F Γ ,,,,generi quem ante,J [∆],,,generique h,θ ,,,generique hoc,Ah2,,,,,,,,,,,,,,,,,,,
301,,Romanorum,F Σ ,,,,romanum,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,GNOSIVSCretensi,F ∆ º ,,,,gnoxius cetensis,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,Euryalo,F θ Γ ,,,,eryalo,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,pellem et galeam,Σ ,,,,galea et pellem,F ,,(sic),,,,,,,,,,,,,,,,,,,,,,,,,
306,,PELLEM,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,EXVVIAS,F Pa γ ,,,,exu,∆,,,exuv.,Γ ,,,,,,,,,,,,,,,,,,,,,,,
306,,τὸ αὐτὸ,Σ ,,,,to auto,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,est,F Γ ,,,,om.,∆,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,bis idem,F ∆ º,,,,tibi sidem,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,Laomedontiadae,Σ ,,,,iaomedontiadae,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,bellumne,,Verg.,,,bellumine,F ,,(inepte bellumne addidit Compilator; nam non de ‘bellum’ iterato dicit Servius),,,,,,,,,,,,,,,,,,,,,,,,,
307,,PERMVTAT ALETES,F γ ,,,,p. a.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,aliae,F Γ ,,,,alia,∆ Pa Pc ,,,tali,W ,,,aliae galeae,Yh2 ,,,galeae,Darmst.h2,edd.,(non recte),,,,,,,,,,,,,
307,,explorantum,Σ ,,,,explorantum arma,(=DS) F Ah2 ,,(quod si hic legit Compilator ‘alia’ pro ‘aliae’ legere debuit),,,,,,,,,,,,,,,,,,,,,,,,,
307,,ostendit,F Σ ,,,,ostendit et aliae bellantium,Yh2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,PRIMORVM,F θ Γ ,,,,PRIMOREM,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,venit et,Σ ,,,,est,F ,,,uenit,Pb Y ,,,,,,,,,,,,,,,,,,,,,,,
309,,est hic ... quod,F ∆,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,hi primores,θ Γ ,,,,hic primores,J ,,,primores,F ,,,,,,,,,,,,,,,,,,,,,,,
309,,huius proceris,F ∆ Pa Pc ,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,senumque,,Verg.,,,senu,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,deduxerint,,Masv.,,,deduxerunt,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,optaverint,,Masv.,,,optaverunt,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,nuntianda,,Dan.,,,fiuntianda,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,DONANT,F Pah2 γ ,,,,D.,θ Γ ,,,t,J ,,,om.,σ ,,,,,,,,,,,,,,,,,,,
313,,partem,F Γ,Verg.,,,partim,∆ W ,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,erant,F ∆ º ,,,,eram,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,ipsi,,Dan.,,,ipse,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,esse castra,Σ ,,,,castra esse,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,aream,,Dan.,,,teream,F ,,,ait aream,,Schoell,(v. Thilo vol. 2.vi),,,,,,,,,,,,,,,,,,,,,
317,,quidam,,Dan.,,,quodam,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,volunt,,Dan.,,,uoluunt,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,vasa,Σ ,,,,hoc est vasa,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,vini scilicet,F Σ ,,,,scilicet vini,γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,quae volunt,F ∆ º ,,,,volum,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,nutu ... significant,∆ Pa Pc ,,,,sibilo significant,F ,,,nutu,Q E [Γ ],,,nutu significant,Pb ,,,nutu indicant,Eh2 ,,,indicant nutu,N U ,,,indicant nutu aut sibilo,W,,,"sibilo significant, plerumque nutu",,,"(quod indicat Γ, fort. legendum)",
321,,ITER EST,F Γ ,,,,ITE,J [∆],,,ITER,θ ,,,,,,,,,,,,,,,,,,,,,,,
321,,SE,,Thilo*,(qui SE ATTOLLERE lemmam esse perperam credidit),,om.,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,EGO,F ∆ º ,,,,ergo,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,VASTA DABO,∆ Pah2 γ W ,,,,vastabo,F Γ,codd. ah2 cesuv Vergilii,cf. app. ad 356,,,,,,,,,,,,,,,,,,,,,,,,,
323,,corpora,F ∆ º ,,,,corra,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,vident,F ∆ º ,,,,uiden.,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,extructus(2),,Verg.,,,extructis,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,tapetibus (2o),T v,,,,apetibus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,altus,F T ,,,,altis,v,Dan.,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,mensarum,,Thilo,,,mensura,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,et tori struices,,Schoell,(Thilo in app.),,ettoris traes,F ,,,et tori strues,,"Timp. (1978, 488 adn. 3)",sed cf. test.,,,,,,,,,,,,,,,,,,,,,
326,,perifrasi usus,v,,,,perifrasius,F ,,,perifrasis,T ,,,,,,,,,,,,,,,,,,,,,,,
326,,verbo humili stertentem,T v,,,,humili uerbo stertentem,T v,,,verbo humilis terentem,F ,,,,,,,,,,,,,,,,,,,,,,,
328,,DEPELLERE PESTEM,F γ ,,,,d. p.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,peritia,F ∆ º ,,,,peria,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,fortuito,F Γ ,,,,fortuto,E ,,,fortuitu,∆ Eh2 ,,,,,,,,,,,,,,,,,,,,,,,
329,,temere(1),T v,,,,temeros,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,magnus est hic fluvius,F ,,,,rapidus fluvius est hic,,Plaut. Charis.,,rapidus fluvius est hic,F,, (ad 375),,,,,,,,,,,,,,,,,,,,,
329,,hac,,Plaut.,,,hacte,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,quo,,Masv.,,,quod,F ,,,quid,,Schoell,(v. Thilo vol. 2.vi),,,,,,,,,,,,,,,,,,,,,
329,,temere itis,,Dan.,,,te inereitis,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,citat et Catonem Charisius,,Murgia,,,citat e Catone Charisius,,Haupt,(G L K 1.221.11 in app.),citate catomerariis,F ,,"(quod ex nota marginali ad facile Plautus corruptum et inlatum fuisse videtur; cf. Vahlen (1903, 101) qui sub catomerariis suspicatus est Cato temere fieri latere)",,,,,,,,,,,,,,,,,,,,,
330,,occidit,F Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,aut ita,,Dan.,,,haud dita,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,SINGVLTANTEM,θ γ W U ,,,,singultatem,F ,,,SINGVLTIAMTEM,J [∆],,,Singultantum,τ N [Γ ],,,,,,,,,,,,,,,,,,,
333,,singultu,∆ º ,,,,singultum,F ,,,singulatu,Q ,,,,,,,,,,,,,,,,,,,,,,,
333,,efflantem,Σ ,,,,efflante,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,CRVORE,,Verg.,,,cruor,F ,,,om.,Dan.,,,,,,,,,,,,,,,,,,,,,,,
335,,LVSERAT,F ∆ º ,,,,iusserat,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,vel,F ,,,,x vel,F,,(x e signe de renvoi quod dicitur exortum videtur esse),,,,,,,,,,,,,,,,,,,,,,,,,
337,,DEO,∆ º ,,,,Deo uictus,F ,,,Leo,Q [Γ ],,,,,,,,,,,,,,,,,,,,,,,
337,,vel vino,F ,,,,vino,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,tenus,T v,,,,tenes,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,perturbans,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,tmesis,N ,,,,tmessis,Q [Γ ],,,timesis,F ,,,imesis,J [∆],,,temesis,Ah2 Pa γ Wh2 ,varie rell.,,,,,,,,,,,,,,
341,,MVTVMQVE,F ∆ E σ,,,,MVTVMquet,Jh1,,,Multumque,θ Q [Γ ],codd. MPRr Vergilii,,,,,,,,,,,,,,,,,,,,,,
341,,multum,Oh1 ,,,,mutum,F Σ ,,(ut vid.; sed de forma scholii cf. 398),,,,,,,,,,,,,,,,,,,,,,,,,
341,,de,F ∆ º ,,,,deo,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,metu,F θ Γ ,,,,metum,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,PERFVRIT,F γ ,,,,p.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,et bellatoris,F Γ ,,,,bellatoris,θ ,,,bellatores,J ,,,,,,,,,,,,,,,,,,,,,,,
343,,interimit,F ∆,,,,interemit,θ Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,plebem(1),F ∆ Pa Pc W ,,,,pleuit,Q [Γ ],,,plebem ut,γ ,,,pleue,N ,,,,,,,,,,,,,,,,,,,
343,,ex,F Pa Pc ,,,,et,Σ ,,fort. recte,,,,,,,,,,,,,,,,,,,,,,,,,
343,,avidius,F Σ ,,,,avidus,M ,edd. plerique,fort. recte,,,,,,,,,,,,,,,,,,,,,,,,,
343,,sine gloria,F Σ ,,,,gloria,Pb ,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,sunt,F Σ ,,,,om.,Pb ,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,nota,Σ ,,,,non sunt,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,atqui,,Dan.,,,aut qui,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,subiecit,F ,,,,adiecit,,Dan.,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,Fadumque,,Verg.,,,radumque,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,RHOETVM,Σ ,,,,Rhothum,F ,,,Roetumque,γ ,,,,,,,,,,,,,,,,,,,,,,,
345,,timor,Σ ,,,,mars,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,Nisi,F Σ ,,,,euriali,Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,RHOETVM … TEGEBAT,,Murgia,e Verg.,,VIGILANTEM,,Thilo,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,
345,,hoc est ... tegeret,,Thilo,hic coll.,,om.,F ,,(hoc loco mg. dex.),hoc est ... tegeret,F ,,(post 350 ἀναφέρει mg. sin.),,,,,,,,,,,,,,,,,,,,,
345,,tegeret,,Dan.,,,tegero,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,PVRPVREVM,Γ ,,,,purpuream,F ∆,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,multi,F Γ ,,,,morte,J ,,,Morti,θ ,,,,,,,,,,,,,,,,,,,,,,,
348,,sit(2),F Σ ,,,,sit sensus,W ,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,multo(2),F Γ ,,,,om.,∆,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,eos,F ∆ Pa Pc γ U ,,,,om.,Q W N [Γ ],,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,sanguinem dicunt,F Σ ,,,,dicunt sanguinem,γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,hastamque,F θ Γ ,,,,hastam quam,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,ἔλλαβε ... κραταιή,,Dan.,ex Hom.,,ЄaaδβπορφyρЄοcθτaνοcκaιmορaχτaιЄ,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,nox esset,,Dan.,,,nocesset,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,REFERT,F θ Γ ,,,,refer,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,FERVIDVS INSTAT,F γ ,,,,fervi,J [∆],,,furtu. i.,Q [Γ ],,,,,,,,,,,,,,,,,,,,,,,
350,,Euryalus,F θ Γ ,,,,eurylus,J Eh1 [∆],,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,saeviebat,Σ ,,,,saevitbat,Eh1 ,,,furebat,F ,,,,,,,,,,,,,,,,,,,,,,,
350,,furta,F ∆ º ,,,,furata,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,furto(2),F ∆ º ,,,,furtu,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,et,,Dan.,,,om.,F Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,solutos,Σ ,,,,resolutos,F Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,ligatos,F ∆ º ,,,,ligator,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,rite,Pc H,,(e Verg.),,re,F Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,deest,,Masv.,,,id est,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,LVX,F Γ ,,,,om.,∆,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,EXHAVSTVM,F Σ ,,,,exhaustu,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,SATIS EST,Γ ,,,,om.,F ∆,,,SATIS ... exhaustum  om.,Pb,,,,,,,,,,,,,,,,,,,,,,,
356,,fuisse et,F θ Γ ,,,,fuisset,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,vasta dabo,F ∆ Pa Pc γ W U ,,,,vastabo,Q [Γ ],,,vasta,N,,(cf. app. ad 323),,,,,,,,,,,,,,,,,,,,,
357,, … TAPETAS,,Thilo,,,et reliqua,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,mire artum,F ,,,,mira arte,,Dan.,(cf. 301),,,,,,,,,,,,,,,,,,,,,,,,,
358,,TAPETAS,,Verg.,,,capetas,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,ET A. B. C. TIBVRTI,Σ ,,,,om.,F N ,,,et ... Cingula,,Dan.,,,,,,,,,,,,,,,,,,,,,,
359,,κaφφaλaρЄιπουhτa,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,cingulum,F Γ,Isid.,,,cingulam,J [∆],,,Cingula,θ ,,,,,,,,,,,,,,,,,,,,,,,
359,,hominum,F ∆ º,Isid.,,,hominem,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,QVAE M. D.,Σ ,,,,om.,F N ,,,quae mittit d.,γ ,,,,,,,,,,,,,,,,,,,,,,,
360,,nunc,F Γ ,,,,om.,∆,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,Remulo(1),F Ah2 Γ ,,,,remulumo,J [∆],,,remulum,W ,,,romulo,θ N U ,,,,,,,,,,,,,,,,,,,
360,,phaleras,F ∆ º ,,,,faleres,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,cingula,F Ah2 Γ ,,,,cingulas,∆,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,insignita,F Σ ,,,,insignata,θ Eh1 Pb ,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,cognomini,F Σ ,,,,cognomine,Eh1 σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,qui,Σ ,,,,e quid,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,postea,Σ ,,,,potest,F ,,,potest ea,Fh3 ,,,,,,,,,,,,,,,,,,,,,,,
360,,occisus,Σ ,,,,occisus est,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,Tiburtino intellegamus,Σ ,,,,tiburti non intellegimus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,Tiburtus,Σ ,,,,tiburtius,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,Remulo(3),F ∆ Pc σ ,,,,remulus,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,Deiphobe,Σ ,,,,deifobo,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,Glauci,F θ Γ ,,,,glaucis,Jh2 ,,,glacis,J ,,,,,,,,,,,,,,,,,,,,,,,
361,,IVNGERET,,Verg.,,,iungere et,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,illi,F ,,,,om.,T ,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,iungeret,T ,,,,iungere,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,HABERE,F ,,,,h.,Pc γ ,,,hoc,∆,,,om.,Γ ,,,,,,,,,,,,,,,,,,,
362,,NEPOTI ... ponitur,F Σ ,,,,om.,Yh1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,Remulo,F θ Γ ,,,,om.,J [∆],,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,cognominem(1),∆ Ah2 Pa Pc γ,,,,cognomine,F θ Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,diximus,Σ ,,,,dictum est,(=DS) F,,(cf. D ad 412 fin.),,,,,,,,,,,,,,,,,,,,,,,,,
362,,cognominem(2),∆ Ah2 Pa Pc γ,,,,cognomine,F θ Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,eum,Σ ,,,,cum,F ,,,eeum,W ,,,,,,,,,,,,,,,,,,,,,,,
362,,invenimus,F Γ ,,,,invenies,∆,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,et,F Σ ,,,,om.,Eh1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,econtra,F Γ ,,,,e contrario,∆,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,cognomines,F Ah2 Γ ,,,,cognomine sed,∆,,,cognomine,σ ,,,,,,,,,,,,,,,,,,,,,,,
363,,Remuli,F ∆ Pa Pc γ W U ,,,,remulis,Q N ,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,et,F Γ ,,,,om.,∆,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,Rutuli,F θ Γ ,,,,retuli,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,advertas,F Γ ,,,,adtendas,∆,,,aduer///,E ,,,,,,,,,,,,,,,,,,,,,,,
363,,locum hunc esse,Σ ,,,,hunc locum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,unum de XIII Vergilii,F σ,,,,unum de XII virgilii,θ Γ ,,,uno iadeam sengilii,J [∆],,,,,,,,,,,,,,,,,,,,,,,
363,,insolubilibus,F ∆ W ,,,,inuolubilibus,Γ ,,,insolubilis,θ ,,,,,,,,,,,,,,,,,,,,,,,
363,,relictis,Σ ,,,,relicti sunt,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,ignorantiam liquide,F θ Γ ,,,,ignorant aliquide,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,intellegantur,Σ ,,,,intellegatur,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,NEQVIQVAM,F θ Γ ,,,,neqvaqvam,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,nequiquam,,,,,nequiquam nequiquam,F θ Γ,,,nequaquam,J ,,,,,,,,,,,,,,,,,,,,,,,
365,,GALEAM,F θ Γ ,,,,GALEAM galeam,J [∆],,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,nam(1),Σ ,,,,man,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,paulo,Σ ,,,,pabulo,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,splendore,F θ º ,,,,splendorem,J Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,habenti,,Dan.,,,habendi,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,inferiorem,,Dan.,,,inferiore,F,,fort.,ferream,,Thilo,,,,,,,,,,,,,,,,,,,,,,
365,,Aletes,,Dan.,,,ateles,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,nam supra dixit,F Γ ,,,,ut supra,∆,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,de eis,,Dan.,,,decis,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,constet,,Masv.,,,constat,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,VRBE,F θ Γ ,,,,VBE urbe,J [∆],,,Urba,Q ,,,,,,,,,,,,,,,,,,,,,,,
367,,habenas,θ Γ ,,,,hastabenas,J [∆],,,habens,F ,,,,,,,,,,,,,,,,,,,,,,,
367,,quod,∆ Pa Pc W ,,,,quo,F Jh1 Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,a,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,tumultus,F θ Γ ,,,,tumulus,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,propria,F ∆ º ,,,,proprias,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,duobus positis,,,scil. si aut ‘Turnoregis’ aut ‘Turni regi’ scripsit Verg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,fuerunt,Σ ,,,,ut fuerunt,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,deni dabantur,Σ ,,,,deuidabantur,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,diximus,F θ Γ ,,,,diximus has,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,οἳ ... ἀνέσταν,,Hom.,,,ουaννЄδπρaντ Єcaν,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,armati ... totum,F Pc ,,cf. T v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,scuta,F θ Γ,,,,sicuta,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,volcente vel vulcente,F Σ ,,(ut semper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,equitum(2),F θ Γ ,,,,equi,J [∆],,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,dicitur,F ∆ º ,,,,ditur,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,qui,,Thilo,,,quae,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,MVROSQVE,F ,,"(sed si orationi subire dixit D, MVRO interpretavit, unde S seclusi; cf. etiam D ad A. 4.598; notandum quod commentum Muro Troianorum e Servio scripsit Compilator, non in D erat, si recte iudico)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,MVRO,Σ ,Prisc. codd. MR Vergilii ad A. 7.161 Serv. codd. MPω Vergilii,,,mvro ,D,,(ad A. 4.598),mvro,,"codd. MPω, Serv.",(ad A. 7.161),muros,N,,(cf. DS hoc loco),muros,,cod. R Vergilii,(ad A. 7.161),,,,,,,,,,,,,
371,,orationi subire,,Non.,,,oratione subire,F ,,,orationis subire invidiam,,Cic.,,,,,,,,,,,,,,,,,,,,,,
372,,FLECTENTES,F ,,,,f.,Σ ,,,fi,J,,,,,,,,,,,,,,,,,,,,,,,
372,,LIMITE,Σ ,,,,limite cernunt,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,regionis,F ∆ º ,,,,religionis,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,non,F Γ ,,,,om.,∆W ,,,non modo,N U ,,,,,,,,,,,,,,,,,,,,,,,
375,,fortuito,F Jh2 Γ ,,,,fortuitu,∆Eh1,,(cf. app. ad 329),fortuitu,A,,e fortuite,,,,,,,,,,,,,,,,,,,,,
375,,lora,F ,cod. R Vergilii,ad loc.,,tela,,codd. Vergilii plerique,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,rapidus fluvius est hic,F ,Plaut. Charis.,,,magnus est hic fluvius,F ,,ad 329,,,,,,,,,,,,,,,,,,,,,,,,,
375,,transiri,F,Plaut.,ad 329,,transi,F ,,hoc loco,,,,,,,,,,,,,,,,,,,,,,,,,
375,,intelleguntur,Σ ,,,,intellegantur,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,pro,F ,,,,del.,,Thilo,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,NIHIL,Σ ,,,,ninil,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
